Player,Nation,Age,Pos,Squad,Comp,MP,Starts,Min,90s,Touches,Carries,PrgDist,PrgC,PrgP,PrgR,Att_stats_possession,Succ,Succ%,Gls,Ast,G+A,xG,npxG,xAG,xG+xAG,Crs,Tkl,Int,Tkl+Int,Blocks,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,G-xG,np:G-xG,KP,PPA,1/3,CrsPA,SCA,SCA90,GCA,GCA90,Att Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Live_stats_possession,Rec,Won,Lost,Cmp,Clr,FatigueIndex,StyleInsight,PlayerCluster,PlayerStyle,PlayerImg,TeamImg
Altay Bayındır,tr TUR,27.0,GK,Manchester Utd,eng Premier League,6,6,540,6.0,208,142,2646,0,0,0,1,1,100.0,0,0,0,0.0,0.0,0.2,0.04,0,0,0,0,0,0,0,,0.0,0.0,,,0.0,0.0,1,1,8,0,3,0.5,0,0.0,0,207,1,0,208,126,1,1,122,6,0.0041344398144911,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Altay_Bayindir_%28cropped%29.jpg/250px-Altay_Bayindir_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Manchester_United_FC_crest.svg/250px-Manchester_United_FC_crest.svg.png
Vakoun Bayo,ci CIV,28.0,FW,Udinese,it Serie A,9,2,289,3.2,122,58,136,3,6,15,2,0,0.0,0,1,1,1.4,1.4,0.4,0.55,0,2,0,2,2,11,1,9.1,3.43,0.31,0.0,0.0,-1.4,-1.4,2,1,5,0,6,1.87,1,0.31,15,11,51,61,122,86,14,0,66,1,-0.7615468145289428,Liga equilibrada,0,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Vakoun_Bayo_%282020-09-14%29_2_%28cropped%29.jpg/250px-Vakoun_Bayo_%282020-09-14%29_2_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Udinese_Calcio_logo.svg/250px-Udinese_Calcio_logo.svg.png
Ihlas Bebou,tg TOG,31.0,FW,Hoffenheim,de Bundesliga,7,0,83,0.9,34,24,42,3,2,9,1,1,100.0,0,0,0,0.2,0.2,0.6,0.9,1,0,0,0,2,2,0,0.0,2.17,0.0,0.0,,-0.2,-0.2,1,0,2,0,3,3.25,0,0.0,4,5,13,17,34,30,0,0,15,2,-1.0684766412987736,Liga equilibrada,0,Segundo Delantero / Asistidor,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Ihlas-Bebou-2015-07.jpg/250px-Ihlas-Bebou-2015-07.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Logo_TSG_Hoffenheim.svg/250px-Logo_TSG_Hoffenheim.svg.png
Samu Becerra,es ESP,19.0,"DF,MF",Rayo Vallecano,es La Liga,3,0,12,0.1,15,12,46,0,0,2,0,0,,0,0,0,0.0,0.0,0.0,0.37,2,0,0,0,0,0,0,,0.0,0.0,,,0.0,0.0,1,1,0,1,1,7.5,0,0.0,2,2,4,9,15,13,0,0,12,0,-1.160753662896363,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Rayo_Vallecano_logo.svg/250px-Rayo_Vallecano_logo.svg.png
Adrian Beck,de GER,28.0,"MF,FW",Heidenheim,de Bundesliga,11,5,460,5.1,247,151,469,12,19,31,19,10,52.6,0,0,0,0.2,0.2,0.3,0.11,4,8,2,10,5,4,2,50.0,0.78,0.39,0.0,0.0,-0.2,-0.2,7,6,10,0,17,3.33,0,0.0,8,42,123,84,247,170,2,8,161,5,-0.3035274502894244,Liga equilibrada,3,Interior Conductor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/1._FC_Heidenheim_1846.svg/250px-1._FC_Heidenheim_1846.svg.png
Sheraldo Becker,sr SUR,30.0,"MF,FW",Osasuna,es La Liga,7,0,115,1.3,60,38,190,4,3,17,3,0,0.0,0,0,0,0.1,0.1,0.3,0.34,9,0,2,2,3,3,0,0.0,2.35,0.0,0.0,,-0.1,-0.1,2,3,2,1,3,2.35,0,0.0,8,12,18,30,60,36,0,0,23,3,-0.965782199422063,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Sheraldo_Becker_%282018%29.jpg/250px-Sheraldo_Becker_%282018%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/CA_Osasuna_2024_crest.svg/250px-CA_Osasuna_2024_crest.svg.png
Donny van de Beek,nl NED,28.0,MF,Girona,es La Liga,2,1,41,0.5,20,6,47,0,2,2,0,0,,0,0,0,0.1,0.1,0.0,0.19,0,0,0,0,0,2,1,50.0,4.39,2.2,0.0,0.0,-0.1,-0.1,0,0,2,0,0,0.0,0,0.0,2,5,9,6,20,10,0,0,13,2,-1.1345066691466028,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Donny_van_de_Beek_2021_%28cropped%29.jpg/250px-Donny_van_de_Beek_2021_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/f/f7/Girona_FC_Logo.svg/250px-Girona_FC_Logo.svg.png
Tjaš Begić,si SVN,22.0,DF,Parma,it Serie A,1,0,1,0.0,1,1,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,1,0,0,0,0,-1.1939202646595612,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_Parma_Calcio_1913_%28adozione_2016%29.svg/250px-Logo_Parma_Calcio_1913_%28adozione_2016%29.svg.png
Maximilian Beier,de GER,23.0,"MF,FW",Dortmund,de Bundesliga,10,8,646,7.2,306,168,489,11,12,67,14,5,35.7,3,2,5,2.5,2.5,1.0,0.49,7,5,3,8,10,13,7,53.8,1.81,0.98,0.23,0.43,0.5,0.5,7,11,3,1,23,3.2,5,0.7,33,44,85,181,306,208,10,6,154,7,-0.0998855596902765,Liga equilibrada,4,Interior Conductor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/250px-Borussia_Dortmund_logo.svg.png
Ismael Bekhoucha,ma MAR,21.0,DF,Getafe,es La Liga,3,1,109,1.2,41,15,142,1,2,2,4,2,50.0,0,1,1,0.0,0.0,1.0,0.78,4,6,2,8,3,0,0,,0.0,0.0,,,0.0,0.0,1,0,2,0,3,2.48,2,1.65,0,13,17,12,41,16,0,3,14,4,-0.9400766202998196,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Getafe_logo.svg/250px-Getafe_logo.svg.png
Reda Belahyane,ma MAR,21.0,MF,Lazio,it Serie A,4,0,154,1.7,81,44,165,1,6,5,4,2,50.0,0,1,1,0.0,0.0,1.1,0.62,0,6,2,8,2,0,0,,0.0,0.0,,,0.0,0.0,3,2,6,0,9,5.26,2,1.17,1,14,44,25,81,55,0,0,55,3,-0.849185509356599,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/S.S._Lazio_badge.svg/250px-S.S._Lazio_badge.svg.png
Rafik Belghali,dz ALG,23.0,"DF,FW",Hellas Verona,it Serie A,13,10,926,10.3,467,223,1563,24,32,57,42,21,50.0,1,0,1,1.2,1.2,1.0,0.21,28,13,10,23,9,8,3,37.5,0.78,0.29,0.13,0.33,-0.2,-0.2,15,14,26,7,29,2.82,1,0.1,32,104,177,199,467,226,5,4,264,18,0.628408496001041,Liga equilibrada,5,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Hellas_Verona_FC_logo_%282020%29.svg/250px-Hellas_Verona_FC_logo_%282020%29.svg.png
Haris Belkebla,dz ALG,31.0,MF,Angers,fr Ligue 1,14,14,1243,13.8,651,340,1705,4,28,6,19,11,57.9,0,0,0,0.2,0.2,0.2,0.03,1,30,12,42,10,3,0,0.0,0.22,0.0,0.0,,-0.2,-0.2,5,2,19,0,18,1.3,2,0.14,6,214,378,67,651,414,9,16,441,19,1.375707581524602,Liga ofensiva y vertical,3,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Belkebla_asse_sco_2425.png/250px-Belkebla_asse_sco_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Angers_SCO_logo.svg/250px-Angers_SCO_logo.svg.png
Yassin Belkhdim,fr FRA,23.0,"MF,FW",Angers,fr Ligue 1,14,13,1098,12.2,518,254,1406,8,28,33,6,2,33.3,1,2,3,0.5,0.5,1.0,0.12,21,32,16,48,17,10,3,30.0,0.82,0.25,0.1,0.33,0.5,0.5,9,6,19,2,12,0.98,2,0.16,15,161,261,104,518,341,4,8,317,19,1.1285534885393798,Liga ofensiva y vertical,3,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Belkhdim_asse_sco_2425.png/250px-Belkhdim_asse_sco_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Angers_SCO_logo.svg/250px-Angers_SCO_logo.svg.png
Stefan Bell,de GER,34.0,DF,Mainz 05,de Bundesliga,10,5,400,4.4,251,118,983,2,8,1,1,0,0.0,0,0,0,0.3,0.3,0.4,0.14,0,4,9,13,2,3,0,0.0,0.68,0.0,0.0,,-0.3,-0.3,3,0,11,0,4,0.9,1,0.23,10,119,119,15,251,132,21,1,125,35,-0.2942049069155451,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Liverpool_FC_gegen_1._FSV_Mainz_05_%28Testspiel_23._Juli_2021%29_35.jpg/250px-Liverpool_FC_gegen_1._FSV_Mainz_05_%28Testspiel_23._Juli_2021%29_35.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/1._FSV_Mainz_05_logo.svg/250px-1._FSV_Mainz_05_logo.svg.png
Armel Bella Kotchap,de GER,23.0,DF,Hellas Verona,it Serie A,8,4,505,5.6,282,126,1077,3,13,1,0,0,,0,0,0,0.0,0.0,0.1,0.01,1,4,12,16,3,1,0,0.0,0.18,0.0,0.0,,0.0,0.0,1,2,10,0,3,0.53,0,0.0,4,132,141,10,282,127,16,0,168,33,-0.1180153757273727,Liga equilibrada,0,Defensa Contundente,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Hellas_Verona_FC_logo_%282020%29.svg/250px-Hellas_Verona_FC_logo_%282020%29.svg.png
Raoul Bellanova,it ITA,25.0,DF,Atalanta,it Serie A,11,8,835,9.3,514,284,1488,26,29,72,5,3,60.0,0,1,1,0.4,0.4,1.3,0.18,57,13,5,18,5,9,2,22.2,0.97,0.22,0.0,0.0,-0.4,-0.4,16,12,13,8,28,3.02,2,0.22,17,124,184,210,514,319,6,3,360,21,0.5400556089531812,Liga equilibrada,1,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Lens_-_Torino_FC_%2802-08-2023%29_49_%28cropped%29.jpg/250px-Lens_-_Torino_FC_%2802-08-2023%29_49_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Logo_Atalanta_Bergamo.svg/250px-Logo_Atalanta_Bergamo.svg.png
Jean-Ricner Bellegarde,ht HAI,27.0,"MF,FW",Wolves,eng Premier League,12,7,570,6.3,306,178,767,24,32,17,16,9,56.3,0,0,0,0.4,0.4,0.4,0.13,16,14,7,21,5,12,3,25.0,1.89,0.47,0.0,0.0,-0.4,-0.4,4,15,13,2,12,1.89,1,0.16,14,38,152,120,306,200,3,0,173,8,0.0301867250857936,Liga equilibrada,3,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Lens_B_-_AC_Amiens_%2812-09-2015%29_64_%28cropped%29.JPG/250px-Lens_B_-_AC_Amiens_%2812-09-2015%29_64_%28cropped%29.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Escudo_de_Wolverhampton_Wanderers.png/250px-Escudo_de_Wolverhampton_Wanderers.png
Héctor Bellerín,es ESP,30.0,DF,Betis,es La Liga,13,12,1001,11.1,760,405,3025,13,47,59,9,5,55.6,0,2,2,0.1,0.1,2.0,0.19,18,13,7,20,11,3,3,100.0,0.27,0.27,0.0,0.0,-0.1,-0.1,17,13,37,6,26,2.34,2,0.18,18,239,355,170,760,503,12,9,539,54,1.1516620751624689,Liga equilibrada,1,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/1_hector_bellerin_2015.jpg/250px-1_hector_bellerin_2015.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Real_betis_logo.svg/250px-Real_betis_logo.svg.png
Jobe Bellingham,eng ENG,20.0,MF,Dortmund,de Bundesliga,12,4,433,4.8,346,199,1177,6,44,18,7,2,28.6,0,0,0,0.2,0.2,0.2,0.1,1,9,10,19,1,3,0,0.0,0.62,0.0,0.0,,-0.2,-0.2,3,4,34,0,11,2.29,1,0.21,4,72,194,83,346,247,6,1,249,8,-0.0461699662346497,Liga equilibrada,3,Pivote Defensivo,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Jobe_Bellingham_May_2022.jpg/250px-Jobe_Bellingham_May_2022.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/250px-Borussia_Dortmund_logo.svg.png
Jude Bellingham,eng ENG,22.0,MF,Real Madrid,es La Liga,10,7,652,7.2,484,250,1229,16,58,40,22,10,45.5,3,2,5,3.2,3.2,1.9,0.7,5,20,6,26,3,24,13,54.2,3.31,1.79,0.13,0.23,-0.2,-0.2,16,11,43,1,46,6.35,6,0.83,42,44,238,207,484,376,11,3,332,4,0.3488703743467648,Liga equilibrada,4,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Jude_Bellingham_-_240422_190551-2_%28cropped%29.jpg/250px-25th_Laureus_World_Sports_Awards_-_Red_Carpet_-_Jude_Bellingham_-_240422_190551-2_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Real_Madrid_CF.svg/250px-Real_Madrid_CF.svg.png
Jeanuël Belocian,fr FRA,20.0,DF,Leverkusen,de Bundesliga,5,1,152,1.7,134,60,574,3,13,3,1,1,100.0,0,0,0,0.0,0.0,0.1,0.04,2,0,0,0,0,0,0,,0.0,0.0,,,0.0,0.0,1,1,21,0,3,1.78,0,0.0,0,29,79,26,134,100,0,0,111,5,-0.8586985134787162,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Lens_-_Stade_Rennais_%2820-08-2023%29_56_%28cropped%29.jpg/250px-Lens_-_Stade_Rennais_%2820-08-2023%29_56_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Bayer_04_Leverkusen_logo.svg/250px-Bayer_04_Leverkusen_logo.svg.png
Andrea Belotti,it ITA,31.0,FW,Cagliari,it Serie A,3,3,188,2.1,51,32,54,3,3,10,2,1,50.0,2,0,2,1.9,1.1,0.0,0.94,1,0,3,3,1,5,3,60.0,2.39,1.44,0.2,0.33,0.1,-0.1,1,1,2,0,3,1.44,2,0.96,8,4,28,22,50,37,4,1,23,1,-0.9055738759106466,Liga equilibrada,0,Atacante Asociativo,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Andrea_Belotti_2021.jpg/250px-Andrea_Belotti_2021.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/6/61/Cagliari_Calcio_1920.svg/250px-Cagliari_Calcio_1920.svg.png
Fran Beltrán,es ESP,26.0,MF,Celta Vigo,es La Liga,8,6,459,5.1,323,181,1029,6,29,9,3,2,66.7,0,0,0,0.3,0.3,0.1,0.07,2,5,7,12,4,6,1,16.7,1.18,0.2,0.0,0.0,-0.3,-0.3,1,1,32,0,4,0.78,0,0.0,3,69,200,55,323,237,2,3,249,3,-0.1495219214034209,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/6/6c/%E2%80%9CSiempre_hay_que_so%C3%B1ar_y_vuestras_gestas_nos_hacen_ir_so%C3%B1ando%2C_so%C3%B1ando%2C_so%C3%B1ando%E2%80%A6%E2%80%9D_01_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/RC_Celta_de_Vigo_logo.svg/250px-RC_Celta_de_Vigo_logo.svg.png
Lucas Beltrán,ar ARG,24.0,FW,Valencia,es La Liga,10,5,393,4.4,168,89,245,6,12,15,10,4,40.0,0,0,0,0.6,0.6,0.8,0.33,2,5,1,6,4,5,1,20.0,1.15,0.23,0.0,0.0,-0.6,-0.6,4,1,10,0,10,2.29,0,0.0,16,21,100,52,168,124,6,4,85,3,-0.5409641790521195,Liga equilibrada,0,Segundo Delantero / Asistidor,https://upload.wikimedia.org/wikipedia/commons/4/4a/Lucas_Beltr%C3%A1n%2C_2024_Summer_Olympics.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Valenciacf.svg/250px-Valenciacf.svg.png
Eliesse Ben Seghir,ma MAR,20.0,"MF,FW",Monaco,fr Ligue 1,2,0,45,0.5,32,21,80,2,2,4,2,1,50.0,0,0,0,0.1,0.1,0.0,0.12,1,2,0,2,0,1,0,0.0,2.0,0.0,0.0,,-0.1,-0.1,0,2,1,0,1,2.0,0,0.0,1,4,20,8,32,25,0,1,19,0,-1.0825237553844311,Liga ofensiva y vertical,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Eliesse_Ben_Seghir_vs_Niger_%28cropped%29_%28cropped%29.jpg/250px-Eliesse_Ben_Seghir_vs_Niger_%28cropped%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/LogoASMonacoFC2021.svg/250px-LogoASMonacoFC2021.svg.png
Eliesse Ben Seghir,ma MAR,20.0,"MF,FW",Monaco,fr Ligue 1,2,0,45,0.5,32,21,80,2,2,4,2,1,50.0,0,0,0,0.1,0.1,0.0,0.12,1,2,0,2,0,1,0,0.0,2.0,0.0,0.0,,-0.1,-0.1,0,2,1,0,1,2.0,0,0.0,1,4,20,8,32,25,0,1,19,0,-1.0825237553844311,Liga ofensiva y vertical,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Eliesse_Ben_Seghir_vs_Niger_%28cropped%29_%28cropped%29.jpg/250px-Eliesse_Ben_Seghir_vs_Niger_%28cropped%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Bayer_04_Leverkusen_logo.svg/250px-Bayer_04_Leverkusen_logo.svg.png
Eliesse Ben Seghir,ma MAR,20.0,MF,Leverkusen,de Bundesliga,6,2,169,1.9,117,82,214,9,7,23,8,5,62.5,0,0,0,0.1,0.1,0.9,0.51,3,2,1,3,3,2,1,50.0,1.07,0.53,0.0,0.0,-0.1,-0.1,5,2,6,1,7,3.73,0,0.0,9,7,50,62,117,98,3,1,79,1,-0.8330589721746025,Liga equilibrada,0,Interior Conductor,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Eliesse_Ben_Seghir_vs_Niger_%28cropped%29_%28cropped%29.jpg/250px-Eliesse_Ben_Seghir_vs_Niger_%28cropped%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/LogoASMonacoFC2021.svg/250px-LogoASMonacoFC2021.svg.png
Eliesse Ben Seghir,ma MAR,20.0,MF,Leverkusen,de Bundesliga,6,2,169,1.9,117,82,214,9,7,23,8,5,62.5,0,0,0,0.1,0.1,0.9,0.51,3,2,1,3,3,2,1,50.0,1.07,0.53,0.0,0.0,-0.1,-0.1,5,2,6,1,7,3.73,0,0.0,9,7,50,62,117,98,3,1,79,1,-0.8330589721746025,Liga equilibrada,0,Interior Conductor,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Eliesse_Ben_Seghir_vs_Niger_%28cropped%29_%28cropped%29.jpg/250px-Eliesse_Ben_Seghir_vs_Niger_%28cropped%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Bayer_04_Leverkusen_logo.svg/250px-Bayer_04_Leverkusen_logo.svg.png
Carlos Benavídez,uy URU,27.0,"MF,DF",Alavés,es La Liga,3,0,36,0.4,24,12,36,1,2,2,1,0,0.0,0,0,0,0.1,0.1,0.0,0.28,0,0,0,0,0,1,1,100.0,2.5,2.5,0.0,0.0,-0.1,-0.1,1,0,1,0,1,2.5,0,0.0,1,6,12,6,24,13,2,0,14,3,-1.135294975949109,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Independiente_-_Central_Norte_-_Copa_Argentina_2022_%28151%29_%28cropped%29.jpg/250px-Independiente_-_Central_Norte_-_Copa_Argentina_2022_%28151%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Escudo_Deportivo_Alav%C3%A9s.png/250px-Escudo_Deportivo_Alav%C3%A9s.png
Adrian Benedyczak,pl POL,25.0,"MF,FW",Parma,it Serie A,8,1,217,2.4,74,25,149,1,4,11,3,0,0.0,0,1,1,0.4,0.4,1.1,0.59,5,4,0,4,6,4,0,0.0,1.66,0.0,0.0,,-0.4,-0.4,7,0,3,0,11,4.56,1,0.41,21,9,27,39,74,48,13,2,30,2,-0.8570951844093322,Liga equilibrada,0,Interior Mixto,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Adrian_Benedyczak_2021.jpg/250px-Adrian_Benedyczak_2021.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_Parma_Calcio_1913_%28adozione_2016%29.svg/250px-Logo_Parma_Calcio_1913_%28adozione_2016%29.svg.png
Yassine Benhattab,fr FRA,23.0,"MF,FW",Nantes,fr Ligue 1,9,4,414,4.6,195,124,436,15,10,33,12,7,58.3,0,0,0,0.1,0.1,0.7,0.18,21,9,0,9,7,3,0,0.0,0.65,0.0,0.0,,-0.1,-0.1,6,6,4,3,15,3.26,1,0.22,15,36,75,87,195,132,1,1,91,3,-0.4060172089064335,Liga ofensiva y vertical,3,Interior Conductor,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Logo_FC_Nantes_%28avec_fond%29_-_2019.svg/250px-Logo_FC_Nantes_%28avec_fond%29_-_2019.svg.png
Iker Benito,es ESP,23.0,"DF,FW",Osasuna,es La Liga,5,1,150,1.7,115,62,309,8,1,11,4,1,25.0,1,0,1,0.6,0.6,0.2,0.48,5,1,2,3,1,2,1,50.0,1.2,0.6,0.5,1.0,0.4,0.4,2,3,1,3,3,1.8,0,0.0,5,29,46,41,115,72,1,3,73,5,-0.8644045052315614,Liga equilibrada,0,Defensa Posicional,https://upload.wikimedia.org/wikipedia/commons/7/7c/Profile_avatar_placeholder_large.png,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/CA_Osasuna_2024_crest.svg/250px-CA_Osasuna_2024_crest.svg.png
Ramy Bensebaini,dz ALG,30.0,DF,Dortmund,de Bundesliga,10,8,766,8.5,794,489,3542,22,96,5,5,2,40.0,0,0,0,0.2,0.2,0.2,0.05,8,12,9,21,4,6,2,33.3,0.7,0.23,0.0,0.0,-0.2,-0.2,5,21,84,2,14,1.64,2,0.23,5,208,497,93,794,572,21,3,610,55,1.1065261709729413,Liga equilibrada,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/2023-08-12_TSV_Schott_Mainz_gegen_Borussia_Dortmund_%28DFB-Pokal_2023-24%29_by_Sandro_Halank%E2%80%93134.jpg/250px-2023-08-12_TSV_Schott_Mainz_gegen_Borussia_Dortmund_%28DFB-Pokal_2023-24%29_by_Sandro_Halank%E2%80%93134.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/250px-Borussia_Dortmund_logo.svg.png
Nabil Bentaleb,dz ALG,31.0,MF,Lille,fr Ligue 1,12,3,340,3.8,345,186,1824,4,37,6,2,1,50.0,1,0,1,1.1,0.3,0.3,0.36,13,3,1,4,3,10,3,30.0,2.65,0.79,0.0,0.0,-0.1,-0.3,4,5,45,0,10,2.65,0,0.0,3,81,198,68,344,238,7,1,258,11,-0.237255192630575,Liga ofensiva y vertical,3,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/RC_Lens_-_Lille_OSC_%2808-10-2023%29_19_%28cropped%29.jpg/250px-RC_Lens_-_Lille_OSC_%2808-10-2023%29_19_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Lille_OSC_2018_logo.svg/250px-Lille_OSC_2018_logo.svg.png
Rodrigo Bentancur,uy URU,28.0,MF,Tottenham,eng Premier League,12,9,753,8.4,503,246,1262,4,30,13,11,6,54.5,1,1,2,0.3,0.3,0.6,0.12,3,17,6,23,5,6,1,16.7,0.72,0.12,0.17,1.0,0.7,0.7,7,4,25,1,15,1.79,2,0.24,17,149,274,82,503,311,15,4,344,21,0.4246549584285697,Liga equilibrada,3,Organizador / Regista,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/20171114_AUT_URU_4518_-_Rodrigo_Bentancur_%28cropped%29_2.jpg/250px-20171114_AUT_URU_4518_-_Rodrigo_Bentancur_%28cropped%29_2.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Tottenham_Hotspur.svg/250px-Tottenham_Hotspur.svg.png
Lucas Beraldo,br BRA,22.0,DF,Paris S-G,fr Ligue 1,8,8,642,7.1,764,456,4679,1,38,1,0,0,,1,0,1,0.4,0.4,0.0,0.07,0,10,7,17,2,3,1,33.3,0.42,0.14,0.33,1.0,0.6,0.6,1,0,49,0,7,0.98,2,0.28,7,343,382,40,764,587,21,5,648,42,1.064423902299685,Liga ofensiva y vertical,2,Central Constructor,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Beraldo_asse_psg_2425.png/250px-Beraldo_asse_psg_2425.png,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Paris_Saint-Germain_F.C..svg/250px-Paris_Saint-Germain_F.C..svg.png
Domenico Berardi,it ITA,31.0,FW,Sassuolo,it Serie A,11,11,894,9.9,439,239,1078,18,42,57,18,5,27.8,4,3,7,2.9,1.3,1.6,0.45,24,14,12,26,13,16,8,50.0,1.61,0.81,0.13,0.25,1.1,0.7,15,15,20,3,31,3.12,5,0.5,26,65,208,172,437,308,5,9,243,12,0.5709625949191413,Liga equilibrada,1,9 Goleador de Área,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Domenico_Berardi%2C_Palazzo_Chigi%2C_2021.jpg/250px-Domenico_Berardi%2C_Palazzo_Chigi%2C_2021.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/US_Sassuolo_Calcio_logo.svg/250px-US_Sassuolo_Calcio_logo.svg.png
